738,74
3017,302
9150,916
761,77
1043,105
6071,608
7990,800
8841,885
150,16
4596,460
7900,791
2206,221
3398,340
3650,366
660,67
7640,765
2890,290
4364,437
4409,441
4644,465
3399,340
6171,618
9720,973
7394,740
9027,903
6817,682
7385,739
1573,158
2181,219
3167,317
6105,611
861,87
9899,990
5063,507
9082,909
9295,930
4464,447
187,19
7565,757
2754,276
2462,247
6255,626
5986,599
3518,352
6560,657
733,74
7529,753
4788,479
2493,250
2208,221
1316,132
1510,152
7438,744
3396,340
9724,973
4092,410
254,26
8674,868
5448,545
5427,543
7622,763
808,81
6932,694
7579,758
2146,215
5694,570
743,75
3131,314
2587,259
5651,566
9512,952
7417,742
365,37
6567,657
7292,730
7424,743
9823,983
6519,652
5145,515
8458,846
2823,283
8601,861
4999,500
4454,446
7386,739
1088,109
2916,292
8167,817
9162,917
9558,956
9639,964
1326,133
7650,766
8441,845
9957,996
1249,125
6477,648
6394,640
4958,496
3997,400
1518,152
5751,576
1834,184
9792,980
7245,725
2943,295
2687,269
8549,855
9791,980
2135,214
1973,198
6688,669
5022,503
3408,341
8220,823
8735,874
3579,358
1987,199
7548,755
2302,231
3093,310
5515,552
9680,969
6898,690
9434,944
190,20
7000,701
5543,555
1575,158
5010,502
6382,639
2150,216
6006,601
8518,852
1816,182
160,17
3782,379
1702,171
4892,490
9368,937
8468,847
5951,596
1407,141
6219,622
5339,534
2627,263
6082,609
6249,625
744,75
3005,301
5922,593
2482,249
5692,570
2940,295
6879,688
9696,970
4004,401
2279,228
8402,841
3930,394
5385,539
4336,434
739,74
8645,865
2322,233
6421,643
728,73
4922,493
2427,243
7004,701
4563,457
7735,774
5390,540
3596,360
2451,246
1099,110
7860,787
5476,548
2393,240
9017,902
5258,526
8415,842
1456,146
5841,585
4947,495
1929,193
9010,902
6687,669
4758,476
4697,470
9662,967
9509,951
5510,552
7212,722
8159,816
8416,842
682,69
6856,686
1713,172
2423,243
9541,955
3657,366
8104,811
1659,166
2009,201
8061,807
5331,534
9400,941
2830,284
5782,579
1614,162
8267,827
5040,505
4216,422
4180,419
5378,538
7482,749
5981,599
7100,711
7935,794
6556,656
6854,686
1374,138
5443,545
2173,218
578,58
6079,608
9019,902
7119,712
358,36
4242,425
2903,291
758,76
6513,652
2286,229
1465,147
2367,237
4086,409
9615,962
3907,391
2061,207
3348,335
9562,957
1499,150
8098,810
8842,885
3590,360
1377,138
4231,424
3187,319
1815,182
7684,769
7841,785
2540,255
741,75
6333,634
2851,286
2245,225
730,74
881,89
2657,266
6126,613
3195,320
1524,153
6732,674
7776,778
6822,683
1861,187
7770,778
5611,562
3306,331
6305,631
9425,943
696,70
9583,959
1539,154
151,16
1312,132
8824,883
2174,218
1081,109
9016,902
9873,988
2414,242
9190,920
3838,384
8564,857
7870,788
4176,418
6103,611
221,23
4855,486
5860,587
8481,849
6364,637
2763,277
1401,141
6838,684
8354,836
7434,744
3340,335
3939,394
556,56
7161,717
6409,641
5020,503
4985,499
2132,214
4006,401
4363,437
4867,487
3633,364
3617,362
2497,250
6021,603
9286,929
5696,570
5852,586
3381,339
4709,471
4598,460
334,34
4438,444
5536,554
6694,670
